Title,Release Date,Run Time,MPAA Film Rating,Rating,Genres,Webpage
The Substance,2024,2h 21m,R,7.3,Body Horror,https://www.imdb.com/title/tt17526714/?ref_=chtmvm_i_39
The Substance,2024,2h 21m,R,7.3,Dark Comedy,https://www.imdb.com/title/tt17526714/?ref_=chtmvm_i_39
The Substance,2024,2h 21m,R,7.3,Monster Horror,https://www.imdb.com/title/tt17526714/?ref_=chtmvm_i_39
The Substance,2024,2h 21m,R,7.3,Psychological Horror,https://www.imdb.com/title/tt17526714/?ref_=chtmvm_i_39
The Substance,2024,2h 21m,R,7.3,Showbiz Drama,https://www.imdb.com/title/tt17526714/?ref_=chtmvm_i_39
The Substance,2024,2h 21m,R,7.3,Drama,https://www.imdb.com/title/tt17526714/?ref_=chtmvm_i_39
The Substance,2024,2h 21m,R,7.3,Horror,https://www.imdb.com/title/tt17526714/?ref_=chtmvm_i_39
The Substance,2024,2h 21m,R,7.3,Sci-Fi,https://www.imdb.com/title/tt17526714/?ref_=chtmvm_i_39
The Gorge,2025,2h 7m,PG-13,6.7,Dark Romance,https://www.imdb.com/title/tt13654226/?ref_=chtmvm_i_40
The Gorge,2025,2h 7m,PG-13,6.7,Monster Horror,https://www.imdb.com/title/tt13654226/?ref_=chtmvm_i_40
The Gorge,2025,2h 7m,PG-13,6.7,Survival,https://www.imdb.com/title/tt13654226/?ref_=chtmvm_i_40
The Gorge,2025,2h 7m,PG-13,6.7,Action,https://www.imdb.com/title/tt13654226/?ref_=chtmvm_i_40
The Gorge,2025,2h 7m,PG-13,6.7,Adventure,https://www.imdb.com/title/tt13654226/?ref_=chtmvm_i_40
The Gorge,2025,2h 7m,PG-13,6.7,Horror,https://www.imdb.com/title/tt13654226/?ref_=chtmvm_i_40
The Gorge,2025,2h 7m,PG-13,6.7,Romance,https://www.imdb.com/title/tt13654226/?ref_=chtmvm_i_40
The Gorge,2025,2h 7m,PG-13,6.7,Sci-Fi,https://www.imdb.com/title/tt13654226/?ref_=chtmvm_i_40
